areal	-1	-9	2
ypr	-0.01	0.17	0.03
areal	-2	-8	5
ypr	-0.01	0.17	0.03
areal	-1	-5	5
ypr	-0.01	0.17	0.03
areal	-1	-3	0
ypr	-0.01	0.17	0.03
areal	0	-5	0
ypr	-0.01	0.17	0.03
areal	-3	-9	0
ypr	-0.01	0.17	0.02
areal	-4	-6	-1
ypr	-0.01	0.17	0.02
areal	-3	-7	7
ypr	-0.01	0.17	0.02
areal	-3	-7	3
ypr	-0.01	0.17	0.02
areal	-1	-4	-6
ypr	-0.01	0.17	0.02
areal	7	-5	-6
ypr	-0.01	0.17	0.02
areal	1	-4	-3
ypr	-0.01	0.17	0.02
areal	0	-3	6
ypr	-0.01	0.17	0.02
areal	3	-6	6
ypr	-0.01	0.17	0.02
areal	2	-2	6
ypr	-0.01	0.17	0.02
areal	0	-3	5
ypr	-0.01	0.17	0.02
areal	0	0	8
ypr	-0.01	0.17	0.03
areal	4	-2	7
ypr	-0.01	0.17	0.03
areal	1	-6	0
ypr	-0.01	0.17	0.02
areal	2	-2	-1
ypr	-0.01	0.17	0.03
areal	5	2	0
ypr	-0.01	0.17	0.03
areal	7	6	6
ypr	-0.01	0.17	0.03
areal	1	0	9
ypr	-0.01	0.17	0.03
areal	3	0	15
ypr	-0.01	0.17	0.03
areal	1	0	18
ypr	-0.01	0.17	0.03
areal	1	0	6
ypr	-0.01	0.17	0.03
areal	1	1	6
ypr	-0.01	0.17	0.03
areal	-1	0	9
ypr	-0.01	0.17	0.03
areal	-3	-3	10
ypr	-0.01	0.17	0.03
areal	-8	-1	13
ypr	-0.01	0.17	0.03
areal	-13	0	5
ypr	-0.01	0.17	0.03
areal	-13	0	1
ypr	-0.01	0.17	0.03
areal	-1	-4	0
ypr	-0.01	0.17	0.03
areal	0	-4	6
ypr	-0.01	0.17	0.03
areal	-2	-3	3
ypr	-0.01	0.17	0.03
areal	0	-3	3
ypr	-0.01	0.17	0.03
areal	1	-3	5
ypr	-0.01	0.17	0.03
areal	3	-6	2
ypr	-0.01	0.17	0.03
areal	1	-5	4
ypr	-0.01	0.17	0.03
areal	4	-6	2
ypr	-0.01	0.17	0.03
areal	-3	-9	4
ypr	-0.01	0.17	0.03
areal	-2	-7	6
ypr	-0.01	0.17	0.03
areal	5	0	9
ypr	-0.01	0.17	0.03
areal	6	0	8
ypr	-0.01	0.17	0.03
areal	5	0	9
ypr	-0.01	0.17	0.03
areal	8	-2	8
ypr	-0.01	0.17	0.03
areal	11	-3	4
ypr	-0.01	0.17	0.03
areal	9	0	4
ypr	-0.01	0.17	0.03
areal	0	0	1
ypr	-0.01	0.17	0.03
areal	-1	0	0
ypr	-0.01	0.17	0.03
areal	-3	4	-3
ypr	-0.01	0.17	0.03
areal	0	0	-8
ypr	-0.01	0.17	0.03
areal	-1	-4	-1
ypr	-0.01	0.17	0.03
areal	1	-4	0
ypr	-0.01	0.17	0.03
areal	0	-5	2
ypr	-0.01	0.17	0.03
areal	0	-5	10
ypr	-0.01	0.17	0.03
areal	0	-2	6
ypr	-0.01	0.17	0.03
areal	-6	-1	5
ypr	-0.01	0.17	0.03
areal	-7	-2	3
ypr	-0.01	0.17	0.03
areal	-6	-4	-3
ypr	-0.01	0.17	0.03
areal	-3	-6	-5
ypr	-0.01	0.17	0.03
areal	0	-6	-6
ypr	-0.01	0.17	0.03
areal	1	-2	-12
ypr	-0.01	0.17	0.03
areal	0	-1	-7
ypr	-0.01	0.17	0.03
areal	-3	-5	2
ypr	-0.01	0.17	0.03
areal	-4	-4	-2
ypr	-0.01	0.17	0.03
areal	4	-2	0
ypr	-0.01	0.17	0.03
areal	9	-1	4
ypr	-0.01	0.18	0.03
areal	11	-1	3
ypr	-0.01	0.18	0.03
areal	13	-3	3
ypr	-0.01	0.18	0.03
areal	9	0	-2
ypr	-0.01	0.18	0.03
areal	0	2	-2
ypr	-0.01	0.18	0.03
areal	0	3	0
ypr	-0.01	0.18	0.03
areal	-1	0	-5
ypr	-0.01	0.17	0.03
areal	-8	-4	-4
ypr	-0.01	0.17	0.03
areal	-9	-7	-1
ypr	-0.01	0.17	0.03
areal	-9	-6	3
ypr	-0.01	0.17	0.03
areal	-7	-7	6
ypr	-0.01	0.17	0.03
areal	-6	-11	9
ypr	-0.01	0.17	0.02
areal	-5	-8	5
ypr	-0.01	0.17	0.03
areal	-10	-6	6
ypr	-0.01	0.17	0.03
areal	-8	-6	3
ypr	-0.01	0.17	0.02
areal	-6	-9	2
ypr	-0.01	0.17	0.02
areal	-7	-9	0
ypr	-0.01	0.17	0.02
areal	0	-9	0
ypr	-0.01	0.17	0.02
areal	-3	-5	5
ypr	-0.01	0.17	0.02
areal	-17	-5	20
ypr	-0.01	0.17	0.03
areal	-1	-4	22
ypr	-0.01	0.17	0.03
areal	-3	-5	15
ypr	-0.01	0.17	0.03
areal	0	-5	0
ypr	-0.01	0.17	0.03
areal	1	-5	-3
ypr	-0.01	0.17	0.03
areal	4	-4	-3
ypr	-0.01	0.17	0.03
areal	5	0	-4
ypr	-0.01	0.17	0.03
areal	2	-1	-3
ypr	-0.01	0.17	0.03
areal	0	-9	-1
ypr	-0.01	0.17	0.03
areal	-3	-9	-2
ypr	-0.01	0.17	0.02
areal	-7	-11	-3
ypr	-0.01	0.17	0.02
areal	-1	-14	-1
ypr	-0.01	0.17	0.02
areal	2	-14	-1
ypr	-0.01	0.17	0.02
areal	0	-11	-7
ypr	-0.01	0.17	0.02
areal	-1	-9	-4
ypr	-0.01	0.17	0.02
areal	-1	-9	-2
ypr	-0.01	0.17	0.02
areal	0	-8	-5
ypr	-0.01	0.17	0.02
areal	6	-5	4
ypr	-0.01	0.17	0.02
areal	0	-3	6
ypr	-0.01	0.17	0.02
areal	1	-4	7
ypr	-0.01	0.17	0.02
areal	-1	-8	8
ypr	-0.01	0.17	0.02
areal	0	-9	12
ypr	-0.01	0.17	0.02
areal	1	-6	7
ypr	-0.01	0.18	0.02
areal	7	-4	0
ypr	-0.01	0.18	0.02
areal	1	-3	1
ypr	-0.01	0.17	0.02
areal	1	-2	-1
ypr	-0.01	0.17	0.02
areal	0	-6	0
ypr	-0.01	0.17	0.02
areal	0	-3	0
ypr	-0.01	0.17	0.02
areal	1	-3	-2
ypr	-0.01	0.17	0.02
areal	0	-2	-11
ypr	-0.01	0.17	0.02
areal	2	0	-8
ypr	-0.01	0.16	0.02
areal	-3	1	-2
ypr	-0.01	0.16	0.02
areal	-15	3	8
ypr	-0.01	0.17	0.03
areal	-10	6	5
ypr	-0.01	0.17	0.03
areal	-2	8	-5
ypr	-0.01	0.18	0.03
areal	-5	320	-155
ypr	-0.01	0.19	-0.03
areal	-2	206	-105
ypr	-0.01	0.19	-0.17
areal	0	46	-22
ypr	-0.01	0.19	-0.25
areal	1	-20	47
ypr	-0.01	0.20	-0.35
areal	-3	-16	85
ypr	-0.01	0.20	-0.38
areal	0	-10	82
ypr	-0.02	0.20	-0.45
areal	6	-65	42
ypr	-0.02	0.19	-0.48
areal	-2	-43	31
ypr	-0.02	0.19	-0.48
areal	-7	14	21
ypr	-0.02	0.19	-0.48
areal	-5	56	22
ypr	-0.02	0.20	-0.48
areal	-1	67	11
ypr	-0.02	0.20	-0.48
areal	-2	64	15
ypr	-0.02	0.20	-0.48
areal	0	32	-11
ypr	-0.02	0.20	-0.48
areal	3	42	5
ypr	-0.01	0.19	-0.43
areal	5	74	102
ypr	-0.01	0.19	-0.38
areal	3	49	93
ypr	-0.01	0.18	-0.32
areal	0	7	-84
ypr	-0.01	0.17	-0.31
areal	0	-10	-63
ypr	-0.01	0.17	-0.24
areal	-15	-36	-31
ypr	-0.01	0.17	-0.17
areal	-9	20	-51
ypr	-0.01	0.17	-0.08
areal	1	114	-180
ypr	-0.01	0.18	-0.07
areal	-1	156	-290
ypr	-0.01	0.18	-0.09
areal	-2	156	-319
ypr	-0.01	0.17	-0.21
areal	-7	40	-75
ypr	-0.01	0.17	-0.26
areal	-3	0	75
ypr	-0.01	0.17	-0.30
areal	-4	-12	209
ypr	-0.01	0.17	-0.30
areal	-5	56	75
ypr	-0.01	0.17	-0.41
areal	-1	400	-362
ypr	-0.01	0.16	-0.59
areal	9	345	-531
ypr	-0.01	0.13	-1.16
areal	5	259	-551
ypr	-0.01	0.10	-1.46
areal	-13	215	-331
ypr	-0.01	0.11	-2.01
areal	-6	98	-2
ypr	-0.01	0.11	-2.30
areal	-1	29	-57
ypr	-0.02	0.11	-2.61
areal	15	68	19
ypr	-0.05	0.06	-3.08
areal	-48	392	438
ypr	-0.12	0.09	-3.27
areal	-10	398	420
ypr	-0.29	0.15	-3.77
areal	6	348	215
ypr	-0.42	0.34	-4.23
areal	53	391	132
ypr	-0.46	0.49	-4.44
areal	25	449	125
ypr	-0.48	0.64	-4.61
areal	87	465	192
ypr	-0.43	0.97	-4.86
areal	194	573	41
ypr	-0.36	1.10	-4.97
areal	140	613	46
ypr	-0.28	1.23	-5.05
areal	107	640	96
ypr	-0.08	1.40	-5.15
areal	-27	703	-52
ypr	0.02	1.46	-5.21
areal	-67	689	-158
ypr	0.24	1.54	-5.35
areal	-87	718	-178
ypr	0.35	1.55	-5.41
areal	-67	709	-154
ypr	0.49	1.56	-5.47
areal	-7	690	-133
ypr	0.87	1.60	-5.57
areal	531	717	-170
ypr	1.15	1.59	-5.62
areal	672	744	-291
ypr	1.85	1.37	-5.78
areal	580	886	-417
ypr	2.21	1.17	-5.89
areal	387	960	-294
ypr	2.56	0.93	-5.99
areal	74	1043	-146
ypr	3.02	0.39	-6.15
areal	-743	1322	55
ypr	3.07	0.25	-6.21
areal	-832	1440	169
ypr	3.06	0.28	-6.25
areal	-669	1503	222
ypr	2.96	0.58	-6.38
areal	-701	1601	156
ypr	2.80	0.76	-6.46
areal	-888	1628	71
ypr	2.20	1.25	-6.67
areal	-810	1457	282
ypr	1.82	1.69	-6.76
areal	-342	1267	529
ypr	1.22	2.99	-6.84
areal	434	1077	303
ypr	1.02	3.68	-6.87
areal	250	1120	-152
ypr	0.78	4.28	-6.95
areal	-278	1222	-707
ypr	0.03	5.08	-7.39
areal	-1492	1375	-1593
ypr	-0.53	5.33	-7.74
areal	-1664	1319	-1512
ypr	-1.76	5.89	-8.49
areal	-1259	1022	-812
ypr	-2.96	6.55	-9.21
areal	-1461	916	-1015
ypr	-3.62	6.92	-9.61
areal	-1572	858	-1164
ypr	-4.95	7.97	-10.42
areal	-988	606	-793
ypr	-5.53	8.64	-10.78
areal	-856	555	-766
ypr	-6.62	9.95	-11.43
areal	-1083	509	-992
ypr	-7.16	10.60	-11.76
areal	-1260	511	-1140
ypr	-7.71	11.22	-12.11
areal	-1406	503	-1351
ypr	-8.77	12.40	-12.81
areal	-1367	468	-1455
ypr	-9.24	13.00	-13.15
areal	-1411	460	-1523
ypr	-10.11	14.11	-13.84
areal	-1882	517	-1912
ypr	-10.55	14.58	-14.21
areal	-2117	520	-2037
ypr	-11.43	15.37	-14.97
areal	-2222	475	-2006
ypr	-11.84	15.75	-15.32
areal	-2312	482	-2075
ypr	-12.60	16.46	-16.07
areal	-2983	562	-2571
ypr	-13.54	16.98	-16.98
areal	-3521	561	-2580
ypr	-14.06	17.23	-17.43
areal	-3466	537	-2434
ypr	-15.10	17.86	-18.28
areal	-3613	596	-2515
ypr	-15.62	18.22	-18.75
areal	-3928	681	-2750
ypr	-16.79	18.74	-19.82
areal	-4640	811	-2957
ypr	-17.48	18.85	-20.42
areal	-4871	810	-2933
ypr	-19.04	18.79	-21.65
areal	-5164	760	-2895
ypr	-20.78	18.50	-22.91
areal	-4455	681	-2662
ypr	-21.58	18.41	-23.43
areal	-3668	646	-2376
ypr	-22.78	18.42	-24.14
areal	-3020	729	-2367
ypr	-23.25	18.39	-24.43
areal	-3323	792	-2528
ypr	-24.22	18.14	-25.04
areal	-4366	828	-2722
ypr	-24.79	17.94	-25.37
areal	-4896	813	-2824
ypr	-26.21	17.47	-26.14
areal	-5226	792	-3021
ypr	-26.98	17.29	-26.52
areal	-4913	796	-3002
ypr	-28.38	17.27	-27.20
areal	-4128	766	-2869
ypr	-28.98	17.37	-27.47
areal	-3966	763	-2866
ypr	-30.08	17.75	-27.96
areal	-4327	696	-3049
ypr	-30.66	18.00	-28.22
areal	-4777	695	-3301
ypr	-31.88	18.46	-28.90
areal	-5383	592	-3732
ypr	-33.18	18.61	-29.61
areal	-5268	650	-3749
ypr	-33.77	18.72	-29.95
areal	-5040	642	-3907
ypr	-34.74	18.65	-30.61
areal	-5045	636	-3902
ypr	-35.22	18.61	-30.92
areal	-5202	598	-3865
ypr	-36.21	18.53	-31.56
areal	-5705	640	-4037
ypr	-36.74	18.44	-31.92
areal	-5772	678	-4200
ypr	-37.64	17.90	-32.59
areal	-5175	718	-4025
ypr	-38.24	17.30	-32.99
areal	-4736	693	-3554
ypr	-38.48	17.05	-33.10
areal	-4829	680	-3523
ypr	-39.01	16.61	-33.29
areal	-5401	671	-3696
ypr	-39.34	16.40	-33.41
areal	-5752	676	-3845
ypr	-40.16	15.96	-33.78
areal	-6453	661	-4063
ypr	-41.29	15.49	-34.30
areal	-6900	712	-4099
ypr	-41.94	15.21	-34.58
areal	-6931	701	-4023
ypr	-43.32	14.55	-35.09
areal	-6750	704	-3887
ypr	-44.01	14.15	-35.32
areal	-6597	673	-3886
ypr	-45.34	13.23	-35.75
areal	-6298	627	-3951
ypr	-46.01	12.73	-35.95
areal	-6213	591	-3970
ypr	-47.42	11.81	-36.36
areal	-6010	556	-3990
ypr	-48.86	11.06	-36.79
areal	-5627	589	-4082
ypr	-49.54	10.63	-36.99
areal	-5499	595	-4019
ypr	-50.79	9.86	-37.36
areal	-5076	607	-4005
ypr	-51.81	9.15	-37.74
areal	-5140	632	-4051
ypr	-52.31	8.78	-37.94
areal	-5202	619	-4033
ypr	-53.35	8.19	-38.34
areal	-5287	706	-4125
ypr	-53.85	7.96	-38.57
areal	-5244	734	-4164
ypr	-54.74	7.57	-39.00
areal	-5044	729	-4017
ypr	-55.09	7.37	-39.17
areal	-5012	697	-3844
ypr	-55.67	6.95	-39.39
areal	-5186	632	-3810
ypr	-55.92	6.73	-39.48
areal	-5367	605	-3816
ypr	-56.44	6.18	-39.62
areal	-5738	586	-3968
ypr	-56.73	5.87	-39.69
areal	-5871	585	-4038
ypr	-57.38	5.31	-39.84
areal	-6034	537	-4047
ypr	-58.10	4.80	-39.98
areal	-6064	572	-4098
ypr	-58.39	4.47	-40.05
areal	-6023	589	-4083
ypr	-58.89	3.67	-40.09
areal	-5924	539	-3845
ypr	-59.12	3.25	-40.06
areal	-5917	520	-3842
ypr	-59.34	2.80	-40.04
areal	-5914	503	-3942
ypr	-59.79	1.85	-40.04
areal	-5854	444	-4113
ypr	-60.29	0.95	-40.04
areal	-5727	367	-4041
ypr	-60.55	0.53	-40.00
areal	-5625	346	-3945
ypr	-61.00	-0.35	-39.85
areal	-5364	314	-3818
ypr	-61.18	-0.84	-39.75
areal	-5256	283	-3836
ypr	-61.51	-1.82	-39.59
areal	-5063	284	-4188
ypr	-61.83	-2.61	-39.59
areal	-4890	203	-4411
ypr	-62.02	-2.91	-39.62
areal	-4883	137	-4382
ypr	-62.44	-3.41	-39.65
areal	-5009	23	-4170
ypr	-62.66	-3.67	-39.65
areal	-5119	-2	-4062
ypr	-63.15	-4.30	-39.61
areal	-5195	-11	-3929
ypr	-63.36	-4.69	-39.58
areal	-5080	-37	-3813
ypr	-63.67	-5.61	-39.48
areal	-4938	-122	-3650
ypr	-63.83	-6.09	-39.43
areal	-4896	-154	-3695
ypr	-64.19	-6.98	-39.35
areal	-4694	-159	-3929
ypr	-64.49	-7.74	-39.38
areal	-4516	-166	-4069
ypr	-64.64	-8.08	-39.41
areal	-4463	-186	-4015
ypr	-64.96	-8.68	-39.47
areal	-4367	-233	-3760
ypr	-65.12	-8.96	-39.47
areal	-4357	-239	-3613
ypr	-65.44	-9.49	-39.47
areal	-4239	-204	-3633
ypr	-65.70	-9.99	-39.53
areal	-4221	-157	-3598
ypr	-65.99	-10.35	-39.59
areal	-4255	-197	-3367
ypr	-66.12	-10.51	-39.59
areal	-4254	-212	-3293
ypr	-66.32	-10.91	-39.60
areal	-4284	-231	-3270
ypr	-66.45	-11.41	-39.60
areal	-4354	-300	-3287
ypr	-66.52	-11.66	-39.60
areal	-4407	-342	-3328
ypr	-66.67	-12.24	-39.62
areal	-4441	-383	-3425
ypr	-66.73	-12.55	-39.64
areal	-4365	-415	-3422
ypr	-66.79	-13.17	-39.68
areal	-4244	-479	-3460
ypr	-66.81	-13.48	-39.71
areal	-4209	-510	-3550
ypr	-66.81	-14.06	-39.87
areal	-4071	-588	-3805
ypr	-66.74	-14.57	-40.13
areal	-3897	-666	-3881
ypr	-66.65	-14.80	-40.30
areal	-3841	-672	-3917
ypr	-66.41	-15.31	-40.71
areal	-3841	-685	-3898
ypr	-66.29	-15.56	-40.93
areal	-3878	-712	-3780
ypr	-66.10	-16.07	-41.34
areal	-3933	-718	-3492
ypr	-65.90	-16.67	-41.72
areal	-3794	-687	-3262
ypr	-65.80	-16.97	-41.90
areal	-3704	-660	-3180
ypr	-65.58	-17.54	-42.24
areal	-3546	-603	-3070
ypr	-65.39	-18.09	-42.54
areal	-3409	-542	-2908
ypr	-65.29	-18.35	-42.67
areal	-3288	-511	-2855
ypr	-65.04	-18.87	-42.97
areal	-3147	-421	-2871
ypr	-64.82	-19.32	-43.29
areal	-3105	-350	-2902
ypr	-64.72	-19.51	-43.46
areal	-3095	-334	-2882
ypr	-64.55	-19.85	-43.78
areal	-3175	-300	-2692
ypr	-64.42	-20.23	-44.05
areal	-3169	-229	-2662
ypr	-64.35	-20.44	-44.19
areal	-3191	-206	-2630
ypr	-64.25	-20.87	-44.44
areal	-3214	-169	-2545
ypr	-64.17	-21.34	-44.67
areal	-3028	-117	-2444
ypr	-64.11	-21.57	-44.76
areal	-2924	-108	-2353
ypr	-63.96	-21.99	-44.91
areal	-2712	-107	-2249
ypr	-63.86	-22.19	-44.98
areal	-2652	-111	-2286
ypr	-63.63	-22.63	-45.16
areal	-2698	-148	-2410
ypr	-63.53	-22.85	-45.26
areal	-2704	-182	-2420
ypr	-63.33	-23.29	-45.45
areal	-2497	-245	-2468
ypr	-63.06	-23.67	-45.69
areal	-2322	-309	-2411
ypr	-62.93	-23.84	-45.80
areal	-2238	-331	-2378
ypr	-62.58	-24.15	-46.05
areal	-2038	-344	-2368
ypr	-62.12	-24.46	-46.35
areal	-1868	-394	-2307
ypr	-61.89	-24.59	-46.49
areal	-1880	-402	-2264
ypr	-61.44	-24.83	-46.79
areal	-2009	-413	-2248
ypr	-61.02	-25.09	-47.06
areal	-1915	-407	-2032
ypr	-60.44	-25.42	-47.36
areal	-1638	-376	-1972
ypr	-60.11	-25.61	-47.54
areal	-1634	-343	-2085
ypr	-59.53	-25.85	-47.95
areal	-1760	-293	-2222
ypr	-59.12	-25.97	-48.34
areal	-1848	-250	-2128
ypr	-58.97	-26.01	-48.50
areal	-1799	-234	-1960
ypr	-58.65	-26.10	-48.79
areal	-1481	-168	-1606
ypr	-58.43	-26.14	-48.92
areal	-1279	-140	-1471
ypr	-57.87	-26.22	-49.23
areal	-1193	-82	-1540
ypr	-57.36	-26.25	-49.55
areal	-1538	-46	-1708
ypr	-57.18	-26.27	-49.70
areal	-1710	-13	-1816
ypr	-56.93	-26.37	-50.04
areal	-1856	11	-1822
ypr	-56.85	-26.45	-50.20
areal	-1826	3	-1712
ypr	-56.71	-26.59	-50.46
areal	-1640	28	-1506
ypr	-56.64	-26.66	-50.58
areal	-1560	38	-1458
ypr	-56.50	-26.84	-50.81
areal	-1524	73	-1416
ypr	-56.44	-27.08	-51.03
areal	-1535	93	-1454
ypr	-56.44	-27.20	-51.14
areal	-1492	96	-1452
ypr	-56.46	-27.48	-51.32
areal	-1260	126	-1372
ypr	-56.39	-27.75	-51.52
areal	-856	176	-1331
ypr	-56.31	-27.85	-51.63
areal	-674	193	-1334
ypr	-56.05	-27.93	-51.88
areal	-475	183	-1365
ypr	-55.74	-27.89	-52.17
areal	-584	184	-1414
ypr	-55.61	-27.85	-52.31
areal	-711	181	-1412
ypr	-55.39	-27.82	-52.59
areal	-952	165	-1354
ypr	-55.31	-27.83	-52.73
areal	-1016	159	-1317
ypr	-55.19	-27.89	-53.00
areal	-1066	192	-1272
ypr	-55.11	-27.95	-53.26
areal	-986	249	-1192
ypr	-55.06	-27.97	-53.38
areal	-895	273	-1127
ypr	-54.94	-27.99	-53.62
areal	-757	329	-983
ypr	-54.86	-28.00	-53.72
areal	-675	350	-924
ypr	-54.63	-28.02	-53.94
areal	-574	401	-841
ypr	-54.51	-28.03	-54.04
areal	-525	438	-818
ypr	-54.17	-27.99	-54.25
areal	-380	490	-819
ypr	-53.73	-27.86	-54.47
areal	-539	505	-819
ypr	-53.36	-27.71	-54.64
areal	-899	503	-801
ypr	-53.21	-27.68	-54.71
areal	-1093	539	-836
ypr	-53.03	-27.76	-54.84
areal	-1297	608	-896
ypr	-52.96	-27.86	-54.91
areal	-1214	624	-901
ypr	-52.78	-28.01	-55.08
areal	-863	659	-859
ypr	-52.55	-28.08	-55.23
areal	-705	661	-808
ypr	-52.44	-28.09	-55.29
areal	-683	669	-833
ypr	-52.25	-28.10	-55.40
areal	-626	672	-848
ypr	-52.15	-28.10	-55.44
areal	-604	667	-844
ypr	-51.94	-28.13	-55.57
areal	-615	679	-917
ypr	-51.84	-28.14	-55.64
areal	-628	699	-957
ypr	-51.68	-28.16	-55.77
areal	-585	718	-920
ypr	-51.61	-28.15	-55.82
areal	-560	725	-873
ypr	-51.45	-28.13	-55.93
areal	-594	739	-839
ypr	-51.41	-28.14	-55.98
areal	-645	772	-803
ypr	-51.34	-28.18	-56.06
areal	-605	731	-771
ypr	-51.30	-28.21	-56.09
areal	-546	736	-743
ypr	-51.22	-28.28	-56.17
areal	-434	731	-796
ypr	-51.16	-28.31	-56.23
areal	-379	734	-865
ypr	-50.98	-28.34	-56.43
areal	-320	692	-867
ypr	-50.92	-28.34	-56.50
areal	-312	686	-808
ypr	-50.83	-28.39	-56.58
areal	-286	674	-650
ypr	-50.78	-28.44	-56.62
areal	-249	685	-653
ypr	-50.67	-28.54	-56.73
areal	-113	719	-712
ypr	-50.60	-28.58	-56.79
areal	-62	728	-704
ypr	-50.48	-28.58	-56.88
areal	-59	763	-735
ypr	-50.36	-28.53	-56.96
areal	-58	820	-785
ypr	-50.31	-28.50	-57.01
areal	-63	843	-772
ypr	-50.19	-28.44	-57.10
areal	-154	886	-660
ypr	-50.15	-28.44	-57.14
areal	-171	916	-617
ypr	-50.04	-28.43	-57.21
areal	-168	982	-524
ypr	-49.94	-28.42	-57.24
areal	-198	1039	-441
ypr	-49.89	-28.43	-57.26
areal	-217	1060	-419
ypr	-49.79	-28.49	-57.27
areal	-272	1073	-457
ypr	-49.76	-28.53	-57.29
areal	-325	1083	-526
ypr	-49.72	-28.62	-57.32
areal	-369	1101	-670
ypr	-49.71	-28.66	-57.34
areal	-365	1096	-717
ypr	-49.73	-28.76	-57.38
areal	-311	1071	-714
ypr	-49.76	-28.84	-57.41
areal	-226	1070	-687
ypr	-49.79	-28.88	-57.42
areal	-206	1085	-688
ypr	-49.84	-28.97	-57.46
areal	-118	1121	-690
ypr	-49.88	-29.02	-57.49
areal	32	1149	-620
ypr	-49.89	-29.04	-57.49
areal	87	1152	-567
ypr	-49.90	-29.03	-57.49
areal	138	1156	-559
ypr	-49.85	-29.00	-57.52
areal	183	1174	-620
ypr	-49.76	-28.95	-57.57
areal	89	1174	-642
ypr	-49.71	-28.94	-57.61
areal	21	1179	-667
ypr	-49.67	-28.92	-57.64
areal	-43	1178	-673
ypr	-49.60	-28.89	-57.71
areal	-146	1178	-636
ypr	-49.53	-28.90	-57.80
areal	-248	1196	-586
ypr	-49.52	-28.94	-57.83
areal	-276	1158	-551
ypr	-49.51	-29.00	-57.89
areal	-234	1200	-501
ypr	-49.49	-29.05	-57.92
areal	-152	1219	-487
ypr	-49.44	-29.11	-57.99
areal	-65	1243	-396
ypr	-49.41	-29.15	-58.01
areal	-32	1251	-369
ypr	-49.35	-29.21	-58.06
areal	55	1239	-398
ypr	-49.29	-29.24	-58.09
areal	33	1224	-394
ypr	-49.27	-29.32	-58.11
areal	-108	1117	-348
ypr	-49.34	-29.50	-58.09
areal	-24	1054	-344
ypr	-49.36	-29.62	-58.10
areal	168	1032	-363
ypr	-49.30	-29.82	-58.18
areal	584	998	-338
ypr	-49.22	-29.87	-58.22
areal	772	983	-309
ypr	-48.95	-29.84	-58.32
areal	1024	965	-377
ypr	-48.78	-29.77	-58.39
areal	994	960	-393
ypr	-48.44	-29.56	-58.50
areal	736	970	-409
ypr	-48.19	-29.37	-58.57
areal	465	970	-354
ypr	-48.11	-29.28	-58.59
areal	388	991	-292
ypr	-48.02	-29.20	-58.60
areal	387	988	-241
ypr	-47.84	-29.02	-58.61
areal	384	1010	-163
ypr	-47.76	-28.94	-58.60
areal	349	1014	-136
ypr	-47.62	-28.80	-58.56
areal	285	1053	-242
ypr	-47.55	-28.74	-58.56
areal	254	1076	-290
ypr	-47.45	-28.68	-58.55
areal	146	1105	-361
ypr	-47.43	-28.66	-58.54
areal	88	1120	-368
ypr	-47.45	-28.70	-58.50
areal	98	1146	-353
ypr	-47.47	-28.71	-58.48
areal	173	1157	-325
ypr	-47.49	-28.75	-58.42
areal	356	1197	-311
ypr	-47.49	-28.74	-58.39
areal	450	1213	-310
ypr	-47.43	-28.68	-58.35
areal	508	1216	-345
ypr	-47.35	-28.60	-58.30
areal	391	1198	-353
ypr	-47.33	-28.57	-58.27
areal	314	1186	-311
ypr	-47.31	-28.54	-58.20
areal	199	1203	-373
ypr	-47.31	-28.55	-58.18
areal	166	1202	-375
ypr	-47.35	-28.58	-58.10
areal	130	1188	-269
ypr	-47.40	-28.58	-58.04
areal	152	1182	-208
ypr	-47.48	-28.58	-57.87
areal	244	1169	-127
ypr	-47.51	-28.58	-57.79
areal	250	1169	-117
ypr	-47.61	-28.64	-57.62
areal	252	1161	-100
ypr	-47.65	-28.68	-57.53
areal	309	1144	-116
ypr	-47.71	-28.76	-57.36
areal	410	1125	-193
ypr	-47.74	-28.79	-57.28
areal	446	1113	-223
ypr	-47.78	-28.86	-57.14
areal	451	1119	-272
ypr	-47.81	-28.90	-57.06
areal	474	1127	-252
ypr	-47.89	-28.94	-56.87
areal	548	1129	-202
ypr	-47.92	-28.94	-56.76
areal	598	1149	-197
ypr	-47.95	-28.95	-56.65
areal	649	1160	-219
ypr	-47.96	-28.91	-56.46
areal	702	1194	-326
ypr	-47.97	-28.87	-56.37
areal	700	1201	-399
ypr	-47.95	-28.75	-56.22
areal	617	1214	-567
ypr	-47.93	-28.61	-56.10
areal	469	1205	-620
ypr	-47.93	-28.55	-56.05
areal	398	1202	-606
ypr	-47.95	-28.46	-55.93
areal	325	1207	-634
ypr	-47.95	-28.37	-55.85
areal	314	1205	-640
ypr	-47.95	-28.33	-55.82
areal	276	1202	-634
ypr	-47.97	-28.27	-55.73
areal	191	1190	-617
ypr	-47.98	-28.26	-55.70
areal	164	1177	-614
ypr	-48.01	-28.29	-55.63
areal	142	1138	-629
ypr	-48.03	-28.32	-55.61
areal	162	1126	-647
ypr	-48.03	-28.40	-55.61
areal	171	1109	-661
ypr	-48.06	-28.45	-55.59
areal	144	1083	-660
ypr	-48.11	-28.55	-55.59
areal	190	1033	-714
ypr	-48.13	-28.61	-55.60
areal	228	1018	-700
ypr	-48.19	-28.71	-55.64
areal	314	996	-638
ypr	-48.22	-28.75	-55.64
areal	364	994	-594
ypr	-48.27	-28.81	-55.67
areal	430	982	-517
ypr	-48.30	-28.84	-55.68
