Timestamp;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;
20200831_155114;0,390;4,987;8,186;0,012;-0,005;-0,023;
20200831_155114;0,467;4,920;8,274;0,001;0,009;0,005;
20200831_155114;0,534;4,942;8,282;0,001;0,002;-0,022;
20200831_155114;0,491;4,961;8,265;0,002;0,011;-0,023;
20200831_155115;0,460;4,990;8,236;0,002;0,019;-0,021;
20200831_155115;0,452;4,975;8,270;0,003;0,025;-0,021;
20200831_155115;0,146;4,927;8,236;0,003;0,036;-0,004;
20200831_155115;0,280;4,922;8,253;0,001;0,028;0,005;
20200831_155115;0,630;4,985;8,217;0,005;0,013;-0,070;
20200831_155115;-0,144;5,325;8,049;0,006;0,042;-0,065;
20200831_155115;-0,630;5,804;7,661;0,001;-0,026;-0,197;
20200831_155115;-0,491;5,612;7,834;0,014;-0,123;-0,266;
20200831_155115;-0,201;5,452;8,011;0,015;-0,129;-0,147;
20200831_155116;0,211;5,420;7,872;0,009;-0,105;-0,039;
20200831_155116;0,630;5,320;7,975;0,003;-0,083;0,007;
20200831_155116;0,596;5,356;8,155;0,007;-0,063;-0,027;
20200831_155116;0,259;5,365;7,702;0,004;-0,048;-0,049;
20200831_155116;0,215;5,409;8,253;-0,002;-0,066;-0,088;
20200831_155116;0,836;5,411;7,997;0,014;-0,105;-0,190;
20200831_155116;0,927;5,478;8,049;0,017;-0,120;-0,369;
20200831_155116;0,115;5,868;7,882;0,021;-0,132;-0,460;
20200831_155116;0,151;5,873;7,661;0,022;-0,129;-0,320;
20200831_155116;0,065;5,839;7,997;0,007;-0,093;-0,265;
20200831_155117;-0,194;5,906;6,895;0,007;-0,087;-0,203;
20200831_155117;0,354;5,538;7,803;0,031;-0,105;-0,278;
20200831_155117;-0,299;5,080;7,537;0,006;-0,142;-0,260;
20200831_155117;0,237;6,246;8,181;0,029;-0,140;-0,224;
20200831_155117;-1,030;5,351;7,173;0,023;-0,158;-0,178;
20200831_155117;0,697;5,186;8,643;0,004;-0,169;0,008;
20200831_155117;0,321;5,648;8,356;0,001;-0,138;-0,004;
20200831_155117;1,034;5,198;8,030;-0,003;-0,083;0,028;
20200831_155117;0,256;4,695;8,653;0,035;-0,059;-0,102;
20200831_155118;1,530;5,119;8,511;-0,001;-0,094;-0,172;
20200831_155118;0,625;4,046;7,788;0,045;-0,074;-0,316;
20200831_155118;0,194;6,251;8,317;0,036;-0,115;-0,425;
20200831_155118;0,462;4,520;8,459;0,030;-0,162;-0,308;
20200831_155118;0,795;5,590;8,219;-0,020;-0,139;-0,425;
20200831_155118;1,563;5,255;8,684;0,031;-0,051;-0,251;
20200831_155118;-0,287;4,894;7,582;-0,125;-0,082;-0,342;
20200831_155118;1,372;5,308;8,552;-0,067;0,059;-0,194;
20200831_155118;-1,279;7,195;6,270;-0,091;0,245;0,143;
20200831_155118;-2,160;7,415;6,342;-0,068;0,421;0,600;
20200831_155119;0,206;6,110;9,400;-0,115;0,396;-0,056;
20200831_155119;-0,017;6,076;6,005;-0,010;0,227;-0,551;
20200831_155119;-1,003;3,680;9,948;-0,043;0,212;-0,493;
20200831_155119;-2,078;2,696;9,606;-0,008;0,054;-0,992;
20200831_155119;-2,974;4,688;7,977;0,105;-0,347;-1,693;
20200831_155119;-2,397;6,110;5,248;0,265;-0,130;-0,994;
20200831_155119;-2,184;4,135;6,764;0,160;-0,134;-0,628;
20200831_155119;-1,645;3,062;8,135;0,348;-0,130;-0,380;
20200831_155119;-2,545;4,939;9,278;0,201;-0,141;-0,094;
20200831_155120;-4,513;5,279;6,330;0,226;-0,273;-0,664;
20200831_155120;-5,193;3,021;4,896;0,419;-0,382;-0,159;
20200831_155120;-2,468;3,294;8,892;0,265;-0,570;0,082;
20200831_155120;-2,203;2,119;6,665;0,132;-0,575;0,290;
20200831_155120;-3,994;5,499;6,826;0,177;-0,451;0,268;
20200831_155120;-3,838;4,690;7,987;0,015;-0,056;1,844;
20200831_155120;1,846;4,243;10,221;-0,084;0,477;2,131;
20200831_155120;2,607;5,514;8,277;0,105;0,311;0,109;
20200831_155120;1,686;5,229;8,308;0,119;0,132;-0,803;
20200831_155120;0,903;2,100;8,104;0,083;0,107;-0,721;
20200831_155121;0,505;6,826;7,736;0,163;0,027;-0,565;
20200831_155121;-1,547;3,790;9,936;0,063;0,261;-0,140;
20200831_155121;-0,572;2,787;8,717;0,136;0,156;-0,417;
20200831_155121;-1,702;3,615;9,742;-0,024;-0,014;-0,655;
20200831_155121;2,859;5,313;12,720;-0,084;-0,354;-1,476;
20200831_155121;0,136;5,696;9,862;0,119;-0,413;-1,565;
20200831_155121;-2,698;5,191;9,570;0,266;-0,452;-1,182;
20200831_155121;-1,097;3,876;16,561;-0,008;-0,511;-0,310;
20200831_155121;-1,896;3,220;6,948;0,182;-0,361;0,147;
20200831_155121;0,268;4,851;9,038;0,126;-0,204;-0,038;
20200831_155122;-0,215;6,175;6,900;0,141;-0,326;-0,661;
20200831_155122;0,287;3,551;10,518;0,303;-0,337;-0,801;
20200831_155122;1,288;1,717;12,601;0,330;-0,446;-0,623;
20200831_155122;-1,030;3,972;9,697;0,237;-0,471;-0,456;
20200831_155122;-3,306;5,612;6,596;0,219;-0,407;0,219;
20200831_155122;-1,968;4,053;7,159;0,076;-0,284;0,671;
20200831_155122;-1,575;4,058;7,448;-0,038;-0,083;1,037;
20200831_155122;-0,601;6,134;6,900;-0,173;0,155;1,063;
20200831_155122;-1,264;6,280;5,126;0,062;0,224;0,604;
20200831_155123;0,613;2,818;8,332;0,021;0,113;0,027;
20200831_155123;0,000;3,247;10,740;0,069;0,134;-0,208;
20200831_155123;-0,927;7,211;7,307;0,111;0,003;-0,355;
20200831_155123;-1,585;3,991;12,996;-0,012;-0,102;-0,198;
20200831_155123;-1,223;4,980;4,494;-0,048;0,035;0,167;
20200831_155123;-0,395;4,853;9,996;-0,097;0,054;0,591;
20200831_155123;0,637;6,778;4,707;-0,017;0,088;0,464;
20200831_155123;0,048;4,583;6,998;0,075;0,225;0,005;
20200831_155123;1,468;8,066;4,037;0,212;0,081;-0,068;
20200831_155124;-0,141;5,332;9,618;0,079;0,052;-0,134;
20200831_155124;0,927;2,167;12,725;-0,238;0,247;0,023;
20200831_155124;0,055;4,329;8,842;-0,136;0,005;-0,158;
20200831_155124;-1,295;4,659;6,017;0,044;-0,083;-0,250;
20200831_155124;0,663;4,949;9,862;0,090;-0,072;0,463;
20200831_155124;-1,176;4,274;6,843;-0,018;0,124;0,641;
20200831_155124;-0,352;4,623;6,304;0,029;0,202;0,669;
20200831_155124;0,752;3,651;8,344;0,004;0,200;0,132;
20200831_155124;3,043;5,516;7,262;-0,034;0,190;-0,362;
20200831_155125;0,620;4,221;5,648;-0,064;0,051;-0,305;
20200831_155125;-0,251;4,154;5,684;0,090;0,062;-0,009;
20200831_155125;0,103;4,063;8,724;0,105;0,003;-0,166;
20200831_155125;-0,520;4,616;10,889;-0,108;0,027;-0,076;
20200831_155125;-1,468;4,985;9,653;-0,001;0,008;-0,157;
20200831_155125;0,673;5,241;8,294;0,052;-0,063;-0,253;
20200831_155125;-1,068;4,503;8,528;0,086;-0,031;-0,109;
20200831_155125;-0,773;6,153;10,934;0,012;-0,014;0,107;
20200831_155125;0,345;5,308;4,762;0,011;0,031;0,163;
20200831_155125;-0,170;4,578;8,842;-0,030;0,054;0,011;
20200831_155126;0,074;5,205;8,818;-0,051;-0,038;-0,170;
20200831_155126;-0,407;4,717;7,786;0,048;-0,097;-0,329;
20200831_155126;0,017;5,710;7,130;0,096;-0,140;-0,196;
20200831_155126;-0,603;6,191;8,741;0,043;-0,167;-0,167;
20200831_155126;-1,367;5,806;9,840;-0,083;-0,140;0,108;
20200831_155126;-2,473;4,329;11,638;-0,211;-0,026;0,352;
20200831_155126;0,493;6,797;1,305;0,290;-0,025;0,557;
20200831_155126;0,086;4,772;4,511;0,059;0,012;0,241;
20200831_155126;-0,333;7,563;12,378;0,119;0,187;0,356;
20200831_155127;0,723;3,962;8,815;0,017;0,127;0,016;
20200831_155127;-0,273;7,132;8,418;0,146;0,118;-0,097;
20200831_155127;-0,273;7,535;10,326;-0,028;0,081;0,057;
20200831_155127;0,132;4,032;10,276;0,030;0,085;-0,092;
20200831_155127;-0,141;6,943;11,262;-0,314;0,059;-0,189;
20200831_155127;-1,276;5,356;3,867;0,066;-0,015;-0,098;
20200831_155127;-1,413;2,701;12,026;0,051;0,051;-0,006;
20200831_155127;0,256;2,653;8,995;-0,069;0,061;-0,016;
20200831_155127;-0,117;4,647;12,373;-0,005;0,097;-0,012;
20200831_155127;-1,506;5,511;6,756;0,111;0,010;-0,108;
20200831_155128;-0,237;3,639;6,649;0,046;0,082;0,122;
20200831_155128;1,233;5,535;6,112;-0,060;0,043;-0,065;
20200831_155128;0,220;7,302;6,630;0,087;0,007;-0,368;
20200831_155128;0,333;3,603;4,659;0,052;-0,046;-0,366;
20200831_155128;-0,208;6,536;7,295;0,069;-0,142;-0,404;
20200831_155128;-1,697;3,972;9,644;-0,054;-0,161;-0,221;
20200831_155128;-0,740;3,771;8,140;0,056;-0,210;-0,091;
20200831_155128;-2,523;6,503;7,693;0,037;-0,217;0,177;
20200831_155128;-0,405;2,914;7,724;-0,177;-0,024;0,637;
20200831_155129;-2,215;6,261;8,229;-0,050;0,170;0,527;
20200831_155129;-0,991;4,269;14,597;-0,003;0,202;0,277;
20200831_155129;1,338;3,481;7,817;-0,021;0,074;-0,107;
20200831_155129;0,050;4,992;8,320;-0,107;0,148;-0,403;
20200831_155129;-2,725;4,269;6,800;0,066;0,070;-0,211;
20200831_155129;-1,245;2,172;8,052;0,149;0,050;-0,235;
20200831_155129;-1,025;3,790;18,134;-0,013;-0,011;-0,013;
20200831_155129;-1,173;4,424;9,886;-0,078;-0,022;-0,154;
20200831_155129;-0,517;3,036;5,646;0,065;-0,183;-0,479;
20200831_155130;-1,326;3,139;10,661;0,055;-0,211;-0,250;
20200831_155130;-3,369;4,262;6,045;-0,024;-0,048;0,782;
20200831_155130;-0,692;2,543;7,673;0,068;0,037;0,895;
20200831_155130;-1,041;4,614;9,488;0,033;0,200;0,431;
20200831_155130;2,126;2,672;8,825;0,001;0,139;0,213;
20200831_155130;3,565;3,666;8,119;-0,064;0,092;-0,148;
20200831_155130;1,709;2,631;11,514;-0,110;-0,004;-0,677;
20200831_155130;0,567;3,280;9,261;0,064;-0,064;-0,508;
20200831_155130;0,136;2,538;12,553;-0,044;-0,112;-0,463;
20200831_155130;-0,436;6,572;14,181;-0,213;-0,119;-0,349;
20200831_155131;-2,854;6,610;0,055;0,061;-0,111;0,124;
20200831_155131;-1,389;8,526;5,001;-0,214;-0,159;0,321;
20200831_155131;0,136;4,554;9,000;0,019;-0,061;0,081;
20200831_155131;-2,995;8,784;3,682;0,029;-0,060;0,184;
20200831_155131;-2,813;6,917;0,570;0,378;0,007;0,325;
20200831_155131;-0,302;3,031;8,839;0,129;-0,030;0,257;
20200831_155131;-1,346;9,251;15,012;-0,015;0,072;0,098;
20200831_155131;1,070;1,994;10,616;-0,034;-0,113;-0,048;
20200831_155131;-0,115;5,119;13,853;-0,030;-0,161;-0,011;
20200831_155132;-1,369;4,348;6,007;-0,007;-0,007;0,109;
20200831_155132;-0,038;2,871;13,489;0,020;0,066;0,175;
20200831_155132;-0,441;7,039;-1,865;-0,059;0,041;0,228;
20200831_155132;-0,105;5,839;8,440;0,087;0,107;0,109;
20200831_155132;-0,429;4,958;12,440;-0,187;0,174;0,153;
20200831_155132;-0,457;7,712;10,587;-0,034;0,200;0,134;
20200831_155132;0,546;4,310;6,653;-0,047;0,109;-0,101;
20200831_155132;-0,539;3,560;11,794;-0,241;0,098;-0,250;
20200831_155132;-1,204;4,841;10,712;-0,257;0,040;-0,136;
20200831_155133;-1,374;4,185;8,183;0,118;-0,066;-0,025;
20200831_155133;1,353;5,025;10,321;-0,122;0,029;0,074;
20200831_155133;0,543;2,993;8,416;0,069;0,007;-0,015;
20200831_155133;-0,958;4,243;8,600;0,076;0,058;-0,143;
20200831_155133;0,350;4,293;11,966;-0,108;-0,024;0,022;
20200831_155133;-0,366;4,266;8,866;0,021;0,102;-0,098;
20200831_155133;-0,570;5,282;8,792;-0,002;0,029;-0,194;
20200831_155133;-0,316;5,385;0,869;0,003;-0,042;-0,244;
20200831_155133;-0,429;9,218;7,649;-0,059;-0,122;-0,270;
20200831_155133;-1,116;5,476;8,976;0,156;-0,109;-0,254;
20200831_155134;-1,022;2,899;11,911;-0,103;-0,191;-0,023;
20200831_155134;-1,451;7,113;10,281;0,045;-0,057;0,499;
20200831_155134;-0,321;5,748;5,871;0,188;-0,007;0,447;
20200831_155134;-0,946;6,165;11,837;0,026;0,064;0,220;
20200831_155134;0,022;4,853;5,646;-0,107;0,111;0,091;
20200831_155134;-0,077;2,792;6,182;-0,021;0,040;-0,181;
20200831_155134;0,318;3,915;9,483;0,030;0,117;-0,093;
20200831_155134;0,371;7,111;5,337;0,053;0,062;-0,072;
20200831_155134;-0,776;6,314;9,603;0,020;0,007;-0,277;
20200831_155135;0,115;5,049;7,554;0,055;-0,053;-0,131;
20200831_155135;-0,146;2,437;14,056;0,012;-0,027;-0,028;
20200831_155135;-0,567;4,168;8,988;0,066;0,009;0,161;
20200831_155135;-0,038;5,090;7,527;0,178;0,038;0,170;
20200831_155135;0,187;1,034;9,380;-0,138;0,020;-0,054;
20200831_155135;-1,075;6,677;8,059;0,016;-0,030;-0,151;
20200831_155135;1,267;1,475;6,941;-0,089;-0,037;-0,120;
20200831_155135;-1,441;5,727;9,445;-0,089;-0,048;-0,120;
20200831_155135;0,371;7,992;3,156;0,031;-0,102;-0,019;
20200831_155135;0,146;3,634;9,246;-0,007;-0,017;0,082;
20200831_155136;-0,941;4,336;10,477;-0,046;0,035;0,197;
20200831_155136;-0,723;6,385;7,774;0,061;0,041;0,033;
20200831_155136;-0,280;4,870;10,781;-0,044;0,083;-0,023;
20200831_155136;-0,594;6,474;8,064;-0,023;0,032;-0,108;
20200831_155136;-0,637;5,780;7,843;0,022;0,043;-0,137;
20200831_155136;0,024;4,779;5,521;0,030;-0,015;-0,140;
20200831_155136;-0,733;7,013;1,848;0,072;-0,026;-0,179;
20200831_155136;-1,566;1,733;15,261;-0,234;-0,054;-0,135;
20200831_155136;-0,991;7,068;6,474;-0,089;-0,022;0,070;
20200831_155137;-1,092;3,105;6,323;-0,050;-0,036;-0,064;
20200831_155137;-0,532;5,078;8,370;0,051;-0,103;-0,093;
20200831_155137;0,393;4,922;7,264;0,043;-0,060;-0,048;
20200831_155137;-0,917;7,635;2,662;0,060;-0,013;-0,010;
20200831_155137;-0,622;7,460;6,713;0,096;-0,077;-0,015;
20200831_155137;-1,077;0,843;17,152;-0,170;0,004;0,213;
20200831_155137;-0,850;-1,097;11,114;-0,021;-0,010;0,089;
20200831_155137;1,209;2,282;9,290;0,038;-0,013;-0,008;
20200831_155137;0,034;5,780;4,379;-0,036;0,058;0,008;
20200831_155138;-0,601;3,103;12,854;-0,096;-0,029;-0,194;
20200831_155138;-0,560;2,456;7,460;-0,017;-0,045;-0,125;
20200831_155138;-0,936;6,610;8,088;0,034;-0,046;-0,003;
20200831_155138;-1,197;6,481;8,361;0,017;-0,026;0,223;
20200831_155138;-1,302;6,728;7,568;0,077;0,102;0,358;
20200831_155138;-0,639;4,099;8,818;-0,035;0,141;0,268;
20200831_155138;1,475;4,781;7,642;-0,023;0,060;0,179;
20200831_155138;3,026;5,607;5,004;-0,047;0,080;-0,273;
20200831_155138;1,207;1,391;11,509;0,041;0,019;-0,417;
20200831_155138;0,359;8,078;3,438;0,125;-0,043;-0,429;
20200831_155139;2,066;2,679;6,888;0,043;-0,089;-0,647;
20200831_155139;-2,303;7,705;6,280;0,029;-0,091;-0,559;
20200831_155139;-1,791;6,622;5,631;0,159;-0,203;0,050;
20200831_155139;-3,146;4,738;6,486;-0,055;-0,092;0,239;
20200831_155139;0,189;5,871;6,314;-0,136;-0,092;0,401;
20200831_155139;1,808;5,526;15,170;-0,027;-0,025;0,045;
20200831_155139;-2,263;7,369;5,157;-0,068;0,032;0,087;
20200831_155139;0,742;3,510;1,688;-0,150;-0,106;-0,076;
20200831_155139;-0,215;1,844;12,297;-0,021;0,049;0,017;
20200831_155140;-0,196;-4,123;11,188;-0,324;-0,109;-0,266;
20200831_155140;0,630;7,221;9,251;-0,011;-0,155;-0,037;
20200831_155140;-1,149;4,240;8,966;-0,180;-0,027;0,140;
20200831_155140;-1,132;3,893;11,303;-0,080;-0,078;0,091;
20200831_155140;-0,177;0,864;13,824;-0,038;-0,070;0,209;
20200831_155140;-1,276;8,569;7,154;0,214;-0,006;0,273;
20200831_155140;-1,496;5,176;13,736;0,097;0,027;0,210;
20200831_155140;-1,008;7,614;6,565;0,132;0,234;0,537;
20200831_155140;1,338;4,875;2,820;0,123;-0,036;0,272;
20200831_155140;-1,140;5,569;10,111;-0,076;0,181;0,284;
20200831_155141;-0,199;6,768;7,616;0,127;0,192;0,414;
20200831_155141;1,312;0,742;8,408;-0,036;0,272;0,279;
20200831_155141;-0,802;3,826;7,796;0,181;0,245;0,188;
20200831_155141;1,820;1,686;6,673;-0,016;0,165;-0,125;
20200831_155141;-1,041;5,030;7,693;0,081;0,180;-0,162;
20200831_155141;-0,235;2,983;11,562;-0,072;0,142;-0,150;
20200831_155141;0,268;3,922;5,581;0,094;0,085;-0,254;
20200831_155141;-0,294;5,684;7,049;-0,044;0,031;-0,221;
20200831_155141;-0,218;2,174;8,665;-0,072;0,038;-0,123;
20200831_155142;-0,251;5,540;4,439;0,185;-0,013;-0,206;
20200831_155142;-0,199;1,420;8,641;0,072;0,001;-0,137;
20200831_155142;-1,144;3,539;13,027;0,053;-0,015;-0,175;
20200831_155142;-0,196;4,401;13,922;-0,135;-0,009;-0,165;
20200831_155142;-0,711;3,390;9,984;0,067;0,010;-0,096;
20200831_155142;0,469;5,588;10,393;-0,023;-0,067;-0,281;
20200831_155142;-1,681;8,013;5,234;0,162;-0,024;-0,253;
20200831_155142;-1,274;7,192;7,678;0,097;-0,039;-0,238;
20200831_155142;-0,517;3,256;10,482;0,037;-0,082;-0,188;
20200831_155143;-0,452;6,146;11,803;0,075;-0,088;-0,380;
20200831_155143;-0,757;3,440;8,056;-0,110;-0,086;-0,443;
20200831_155143;-1,381;8,394;1,674;0,192;-0,161;-0,495;
20200831_155143;-0,194;4,518;9,230;0,034;-0,151;-0,220;
20200831_155143;-0,852;3,529;7,853;0,042;-0,271;-0,331;
20200831_155143;-0,225;3,488;12,965;-0,205;-0,274;-0,248;
20200831_155143;-1,001;8,662;6,230;0,096;-0,211;-0,132;
20200831_155143;-0,924;6,692;0,254;0,151;-0,175;-0,101;
20200831_155143;-0,103;-1,410;18,019;0,017;-0,176;-0,028;
20200831_155143;-1,429;4,913;8,145;-0,137;-0,197;-0,117;
20200831_155144;0,242;6,946;5,107;0,010;-0,154;0,074;
20200831_155144;-1,671;5,528;9,187;0,056;-0,048;0,009;
20200831_155144;-0,196;5,016;7,882;0,037;-0,102;-0,038;
20200831_155144;-1,039;4,013;12,479;-0,038;-0,080;-0,101;
20200831_155144;-0,520;5,131;2,298;0,068;-0,048;0,140;
20200831_155144;-0,297;5,282;9,036;-0,030;-0,032;0,044;
20200831_155144;-0,591;5,574;4,503;-0,021;-0,022;0,181;
20200831_155144;0,345;6,431;10,499;-0,130;-0,024;0,046;
20200831_155144;-1,039;3,962;9,031;-0,051;0,062;0,091;
20200831_155145;-1,360;5,569;9,448;0,097;0,022;-0,037;
20200831_155145;-0,321;5,607;8,164;0,068;0,044;-0,083;
20200831_155145;0,527;5,459;9,404;-0,011;0,013;-0,386;
20200831_155145;-1,082;4,187;10,671;0,012;-0,024;-0,409;
20200831_155145;0,117;5,227;6,005;0,035;-0,087;-0,354;
20200831_155145;-2,095;4,027;10,772;-0,100;-0,040;-0,198;
20200831_155145;-0,888;5,689;10,671;-0,006;-0,098;-0,049;
20200831_155145;0,388;5,514;7,695;0,023;-0,108;-0,166;
20200831_155145;-0,390;4,259;10,513;-0,076;-0,096;-0,293;
20200831_155145;-0,630;5,306;9,491;0,066;-0,127;-0,175;
20200831_155146;-0,881;4,750;6,057;0,010;-0,115;-0,054;
20200831_155146;-2,301;5,789;8,938;-0,026;-0,041;0,104;
20200831_155146;-0,745;5,667;4,515;0,139;-0,008;0,317;
20200831_155146;-0,127;4,918;9,187;0,005;0,082;0,227;
20200831_155146;0,445;6,491;9,917;0,141;0,038;-0,339;
20200831_155146;-0,445;3,472;8,001;0,015;-0,021;-0,545;
20200831_155146;-1,607;6,213;7,908;0,067;-0,147;-0,529;
20200831_155146;-0,172;2,761;8,533;0,009;-0,124;-0,121;
20200831_155146;-0,230;3,127;9,321;-0,006;-0,167;-0,161;
