Timestamp;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;
20190809_155001;1,745;6,208;7,219;0,057;0,003;-0,023;
20190809_155001;1,712;6,325;7,116;0,003;0,012;-0,011;
20190809_155001;2,258;6,503;6,840;-0,003;0,015;-0,035;
20190809_155001;2,009;6,510;7,063;0,003;0,044;-0,068;
20190809_155001;1,302;6,385;7,053;0,003;0,100;-0,093;
20190809_155001;1,657;6,584;6,910;-0,041;0,139;-0,058;
20190809_155001;0,697;6,500;6,680;-0,010;0,127;-0,055;
20190809_155001;1,482;6,268;6,258;0,011;0,129;-0,058;
20190809_155001;0,551;6,931;6,718;0,060;0,160;-0,104;
20190809_155002;-0,122;6,512;6,407;0,112;0,222;-0,183;
20190809_155002;-0,278;7,365;8,466;-0,069;0,161;-0,060;
20190809_155002;0,168;7,446;6,732;0,027;0,120;-0,146;
20190809_155002;0,644;7,894;3,661;0,000;0,063;-0,076;
20190809_155002;0,316;8,238;5,763;0,012;0,071;-0,067;
20190809_155002;0,450;8,437;8,052;-0,044;0,181;0,007;
20190809_155002;-1,769;6,359;7,084;-0,094;0,270;0,016;
20190809_155002;-0,709;7,175;7,451;-0,014;0,270;-0,111;
20190809_155002;2,954;7,807;11,471;-0,223;0,035;0,140;
20190809_155003;-4,027;6,761;7,084;0,133;0,147;0,003;
20190809_155003;-1,695;5,646;6,591;-0,083;0,012;0,138;
20190809_155003;3,048;4,278;9,996;-0,136;0,084;0,163;
20190809_155003;-0,498;6,366;5,782;-0,021;0,152;0,145;
20190809_155003;-3,634;5,921;6,416;0,094;0,042;-0,058;
20190809_155003;0,713;6,946;8,021;0,031;-0,120;0,094;
20190809_155003;-2,600;6,989;0,385;0,348;0,413;-0,390;
20190809_155003;-4,391;5,775;3,788;0,058;0,124;-0,128;
20190809_155003;2,339;5,112;8,284;0,097;0,043;-0,010;
20190809_155003;0,441;5,306;7,807;0,010;0,000;0,079;
20190809_155004;-3,955;5,533;7,879;0,021;-0,124;0,072;
20190809_155004;-0,318;6,421;6,215;0,046;-0,199;0,204;
20190809_155004;1,604;6,357;7,219;-0,057;-0,171;0,248;
20190809_155004;-0,627;6,426;8,090;-0,027;-0,046;0,152;
20190809_155004;-2,856;7,247;6,088;0,059;0,127;0,150;
20190809_155004;-0,139;6,867;5,480;0,062;0,081;0,245;
20190809_155004;-0,352;6,821;5,744;0,104;0,219;0,175;
20190809_155004;-0,141;6,340;6,084;0,058;0,293;0,211;
20190809_155004;-1,535;6,457;5,401;-0,015;0,287;0,155;
20190809_155005;0,900;7,111;7,338;0,027;0,313;0,247;
20190809_155005;0,381;6,721;8,188;0,026;0,115;0,160;
20190809_155005;2,102;8,274;10,120;-0,041;0,272;-0,021;
20190809_155005;0,711;6,302;9,572;-0,255;-0,218;0,199;
20190809_155005;2,274;8,578;7,934;-0,112;-0,288;-0,009;
20190809_155005;-0,189;5,988;3,931;0,115;-0,385;-0,266;
20190809_155005;2,758;6,414;8,047;-0,069;-0,542;-0,289;
20190809_155005;-0,543;6,476;6,304;0,052;-0,450;-0,205;
20190809_155005;-1,468;7,621;6,433;-0,003;-0,224;-0,130;
20190809_155005;-2,672;6,680;9,017;0,010;0,082;0,095;
20190809_155006;0,690;6,768;7,954;-0,030;0,433;0,141;
20190809_155006;0,330;6,093;7,286;0,019;0,479;0,327;
20190809_155006;3,610;6,385;7,336;0,009;0,448;0,131;
20190809_155006;2,284;6,414;6,603;0,038;0,243;-0,031;
20190809_155006;0,840;6,543;7,321;-0,027;0,084;-0,146;
20190809_155006;3,215;5,569;6,393;-0,008;-0,075;-0,188;
20190809_155006;0,991;6,321;5,284;0,079;-0,224;-0,333;
20190809_155006;2,033;5,971;7,403;-0,096;-0,348;-0,407;
20190809_155006;-2,514;6,440;6,053;0,022;-0,476;-0,407;
20190809_155006;1,982;5,389;5,296;-0,057;-0,466;-0,216;
20190809_155007;-1,204;6,347;7,271;-0,076;-0,360;-0,356;
20190809_155007;2,337;6,153;6,845;-0,089;-0,344;-0,213;
20190809_155007;-0,115;6,402;7,039;-0,032;-0,283;-0,303;
20190809_155007;0,524;6,290;6,342;-0,016;-0,251;-0,200;
20190809_155007;0,208;6,488;5,660;0,067;-0,204;-0,253;
20190809_155007;2,650;6,117;7,652;0,002;-0,211;-0,131;
20190809_155007;0,625;6,199;8,092;-0,055;-0,174;-0,277;
20190809_155007;0,215;6,031;6,208;0,005;-0,165;-0,216;
20190809_155007;1,815;6,354;7,209;0,022;-0,155;-0,227;
20190809_155008;0,333;5,904;7,441;-0,018;-0,130;-0,217;
20190809_155008;1,166;6,359;7,350;-0,016;-0,130;-0,275;
20190809_155008;0,716;7,266;8,416;0,045;-0,135;-0,262;
20190809_155008;1,671;6,395;5,976;0,096;-0,219;-0,321;
20190809_155008;-0,136;5,923;5,887;0,008;-0,311;-0,341;
20190809_155008;1,202;6,244;7,309;-0,036;-0,356;-0,352;
20190809_155008;1,314;6,632;8,425;-0,099;-0,401;-0,287;
20190809_155008;-1,889;6,622;6,847;0,031;-0,354;-0,296;
20190809_155008;0,646;5,842;8,085;-0,090;-0,345;-0,099;
20190809_155009;-2,203;7,168;6,962;-0,045;-0,142;-0,054;
20190809_155009;-0,464;6,488;7,673;0,014;0,109;0,032;
20190809_155009;1,451;6,021;6,735;0,059;0,288;0,134;
20190809_155009;3,428;5,717;7,123;-0,038;0,299;-0,150;
20190809_155009;3,036;6,517;8,313;-0,064;0,044;-0,252;
20190809_155009;2,320;6,148;6,299;0,027;-0,129;-0,449;
20190809_155009;1,779;5,756;6,309;0,025;-0,336;-0,521;
20190809_155009;0,668;6,589;9,055;0,014;-0,427;-0,581;
20190809_155009;1,621;6,790;7,120;0,051;-0,515;-0,494;
20190809_155009;0,311;5,286;5,923;0,061;-0,473;-0,488;
20190809_155010;0,498;7,846;8,648;-0,343;-0,510;-0,242;
20190809_155010;-1,159;7,065;7,271;0,328;-0,410;-0,456;
20190809_155010;3,105;5,531;4,736;0,109;-0,585;0,034;
20190809_155010;-0,124;6,553;8,880;-0,007;-0,252;-0,105;
20190809_155010;1,008;7,762;5,061;0,243;-0,277;-0,117;
20190809_155010;3,996;6,682;10,470;0,020;-0,235;-0,056;
20190809_155010;-1,834;5,128;4,573;0,027;-0,226;-0,114;
20190809_155010;4,001;8,997;10,020;-0,013;-0,215;-0,052;
20190809_155010;-1,020;7,022;9,917;0,016;-0,131;-0,101;
20190809_155010;-2,224;7,345;9,742;-0,061;-0,004;0,005;
20190809_155011;0,287;8,657;13,884;-0,073;0,279;0,199;
20190809_155011;1,111;6,835;8,203;-0,046;0,399;0,283;
20190809_155011;0,005;6,093;7,195;-0,027;0,331;0,161;
20190809_155011;2,954;6,146;4,863;0,071;0,126;0,103;
20190809_155011;2,588;5,258;3,395;0,101;-0,042;0,013;
20190809_155011;1,259;8,708;11,001;-0,106;-0,084;-0,065;
20190809_155011;1,630;6,072;6,290;-0,019;-0,209;-0,057;
20190809_155011;-1,168;7,015;9,694;-0,030;-0,152;-0,043;
20190809_155011;0,445;5,808;5,136;0,027;-0,060;0,080;
20190809_155012;-0,673;5,873;3,493;0,074;0,017;0,108;
20190809_155012;-3,321;7,420;6,637;0,148;0,137;0,103;
20190809_155012;-0,381;5,294;6,577;0,012;0,195;0,267;
20190809_155012;1,312;4,688;6,400;0,047;0,237;0,241;
20190809_155012;0,543;6,014;6,225;0,033;0,156;0,205;
20190809_155012;2,222;6,450;8,566;-0,036;0,075;0,253;
20190809_155012;-0,249;6,081;7,037;0,032;0,105;0,123;
20190809_155012;2,308;7,223;9,048;0,004;0,135;0,166;
20190809_155012;0,766;6,891;9,301;-0,003;0,119;0,110;
20190809_155012;1,233;6,749;8,191;0,029;0,078;0,132;
20190809_155013;0,742;6,687;7,144;0,058;0,142;0,141;
20190809_155013;-0,184;5,976;5,200;0,058;0,192;0,190;
20190809_155013;-0,532;7,144;6,907;-0,039;0,197;0,221;
20190809_155013;0,570;4,470;5,025;-0,036;0,149;0,291;
20190809_155013;1,106;5,555;5,559;0,010;0,112;0,230;
20190809_155013;1,161;6,223;8,023;0,158;0,111;0,270;
20190809_155013;0,692;6,804;7,630;0,001;0,142;0,278;
20190809_155013;0,855;6,792;5,871;0,087;0,199;0,251;
20190809_155013;-0,184;6,328;8,715;0,001;0,287;0,254;
20190809_155014;1,092;7,393;9,591;0,035;0,349;0,260;
20190809_155014;0,644;5,631;5,435;0,027;0,386;0,259;
20190809_155014;0,864;8,416;11,360;-0,046;0,322;0,192;
20190809_155014;0,548;6,012;8,298;0,005;0,233;0,178;
20190809_155014;1,142;7,389;9,462;-0,013;0,135;0,202;
20190809_155014;-0,711;7,456;9,292;-0,019;0,110;0,079;
20190809_155014;1,875;5,318;5,863;0,090;0,018;0,153;
20190809_155014;1,592;6,548;3,587;0,047;0,006;0,126;
20190809_155014;-0,115;6,450;8,516;-0,084;0,001;0,057;
20190809_155014;0,587;9,196;10,288;0,032;0,125;0,136;
20190809_155015;0,409;5,478;5,950;-0,016;0,224;0,222;
20190809_155015;-0,984;7,827;6,843;0,028;0,298;0,279;
20190809_155015;0,242;5,772;3,390;0,212;0,288;0,333;
