Timestamp;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;
20190925_001525;0.294;9.481;-2.674;0.018;-0.002;0.003;
20190925_001525;0.254;9.474;-2.224;0.002;-0.002;-0.001;
20190925_001525;0.285;9.500;-2.116;-0.000;0.002;0.002;
20190925_001525;0.237;9.567;-2.174;0.004;0.001;-0.000;
20190925_001525;0.242;9.510;-2.052;-0.001;0.001;0.001;
20190925_001525;0.275;9.493;-2.112;-0.000;-0.001;0.001;
20190925_001525;0.239;9.433;-2.025;-0.001;0.001;-0.001;
20190925_001525;0.263;9.414;-2.047;-0.001;-0.001;0.001;
20190925_001526;0.261;9.474;-2.097;0.002;-0.001;-0.001;
20190925_001526;0.218;9.524;-2.033;0.001;0.002;-0.000;
20190925_001526;0.254;9.534;-2.049;-0.000;-0.001;0.001;
20190925_001526;0.275;9.493;-2.045;-0.001;0.001;-0.000;
20190925_001526;0.239;9.459;-2.066;-0.000;-0.001;-0.000;
20190925_001526;0.261;9.455;-2.037;-0.002;-0.001;0.001;
20190925_001526;0.237;9.450;-2.076;0.002;0.001;0.001;
20190925_001526;0.280;9.512;-2.033;0.002;0.001;0.001;
20190925_001526;0.220;9.507;-2.049;-0.001;0.001;0.001;
20190925_001527;0.220;9.503;-2.078;0.001;-0.001;-0.000;
20190925_001527;0.259;9.488;-2.049;-0.001;-0.001;-0.000;
20190925_001527;0.235;9.474;-2.073;0.001;-0.001;0.001;
20190925_001527;0.249;9.498;-2.049;-0.000;-0.001;-0.000;
20190925_001527;0.247;9.474;-2.064;-0.001;0.001;-0.000;
20190925_001527;0.220;9.498;-2.088;0.001;0.002;0.001;
20190925_001527;0.247;9.500;-2.085;0.001;-0.001;0.001;
20190925_001527;0.232;9.486;-2.076;-0.000;-0.001;0.001;
20190925_001527;0.294;9.462;-2.076;-0.000;0.001;0.001;
20190925_001527;0.213;9.493;-2.059;-0.001;-0.001;-0.000;
20190925_001528;0.184;9.524;-2.052;-0.000;-0.001;-0.000;
20190925_001528;0.232;9.503;-2.061;0.001;0.001;0.001;
20190925_001528;0.232;9.483;-2.035;-0.001;0.001;0.001;
20190925_001528;0.244;9.522;-2.088;-0.000;0.001;0.001;
20190925_001528;0.194;9.469;-2.145;0.001;-0.001;-0.000;
20190925_001528;0.204;9.474;-2.083;-0.000;0.001;-0.000;
20190925_001528;0.201;9.491;-2.054;0.001;-0.002;-0.001;
20190925_001528;0.249;9.529;-2.157;0.003;-0.001;0.001;
20190925_001528;0.232;9.500;-2.035;-0.000;-0.002;-0.000;
20190925_001529;0.208;9.510;-2.049;-0.000;-0.001;-0.000;
20190925_001529;0.299;9.488;-2.107;-0.001;-0.001;0.001;
20190925_001529;0.230;9.443;-2.052;-0.000;0.001;-0.000;
20190925_001529;0.266;9.474;-2.102;0.001;0.001;0.001;
20190925_001529;0.244;9.469;-2.102;0.002;0.001;-0.000;
20190925_001529;0.283;9.527;-2.057;-0.000;0.002;0.001;
20190925_001529;0.283;9.534;-2.069;0.001;0.001;0.001;
20190925_001529;0.249;9.503;-2.105;-0.001;0.001;0.001;
20190925_001529;0.242;9.479;-2.042;0.001;-0.001;-0.001;
20190925_001529;0.261;9.457;-2.090;0.001;0.001;0.002;
20190925_001530;0.227;9.471;-2.057;0.002;0.001;0.001;
20190925_001530;0.249;9.531;-2.143;0.002;-0.001;-0.000;
20190925_001530;0.249;9.512;-2.061;0.001;-0.002;-0.000;
20190925_001530;0.271;9.517;-2.064;0.001;-0.001;-0.000;
20190925_001530;0.249;9.483;-2.090;0.001;0.001;0.001;
20190925_001530;0.187;9.450;-2.061;0.002;-0.001;-0.000;
20190925_001530;0.261;9.488;-2.035;0.001;-0.001;0.001;
20190925_001530;0.230;9.562;-2.093;0.002;-0.002;-0.002;
20190925_001530;0.259;9.493;-2.069;0.002;0.001;-0.001;
20190925_001531;0.206;9.488;-2.047;-0.002;0.001;-0.001;
20190925_001531;0.273;9.464;-2.083;0.001;-0.001;0.001;
